"stop_id","stop_code","stop_name","geometry"
"HMST","HMT","Ham Street Rail Station",c(0.85451, 51.06838)
"HMWTHY","HAM","Hamworthy Rail Station",c(-2.01936, 50.72519)
"HNCHLYW","HYW","Hinchley Wood Rail Station",c(-0.34052, 51.375)
"HNDFRTH","HTH","Handforth Rail Station",c(-2.21363, 53.34649)
"HNDSHWT","THW","The Hawthorns Rail Station",c(-1.96401, 52.50537)
"HNGT","HRR","Harrington Rail Station",c(-3.56551, 54.61348)
"HNLYOT","HOT","Henley-on-Thames Rail Station",c(-0.90021, 51.53418)
"HNSTNTN","HUS","HUNSTANTON BUS STATION",c(0.48648, 52.93676)
"HNTL","HNT","Huntly Rail Station",c(-2.77574, 57.44449)
"HNTNGDN","HUN","Huntingdon Rail Station",c(-0.19207, 52.32865)
"HOCKLEY","HOC","Hockley Rail Station",c(0.659, 51.60355)
"HOEKVHL","HVH","HOEK VAN HOLLAND",c(4.12617, 51.9978)
"HOLSCAT","XEE","HOLSWORTHY CATTLE MARKET",c(-4.35352, 50.80743)
"HOLSCHR","XEE","HOLSWORTHY CHURCH",c(-4.3522, 50.81096)
"HOLSLIB","XEE","HOLSWORTHY LIBRARY",c(-4.35281, 50.81081)
"HOLTONH","HOL","Holton Heath Rail Station",c(-2.07784, 50.71141)
"HOLYTNJ","HLY","HOLYTOWN JN",c(-3.97393, 55.8129)
"HOLYTWN","HLY","Holytown Rail Station",c(-3.97393, 55.8129)
"HOMRTON","HMN","Homerton Rail Station",c(-0.04236, 51.54701)
"HONITNS","HON","HONITON STATION",c(-3.18616, 50.79712)
"HONITON","HON","Honiton Rail Station",c(-3.18672, 50.79658)
"HONLEY","HOY","Honley Rail Station",c(-1.78097, 53.60823)
"HONROPK","HPA","Honor Oak Park Rail Station",c(-0.04551, 51.44999)
"HONYBRN","HYB","Honeybourne Rail Station",c(-1.83374, 52.1016)
"HOOK","HOK","Hook Rail Station",c(-0.96164, 51.28)
"HOOTON","HOO","Hooton Rail Station",c(-2.97701, 53.2972)
"HOPC","HPE","Hope (Flintshire) Rail Station",c(-3.03688, 53.11736)
"HOPD","HOP","Hope (Derbyshire) Rail Station",c(-1.72989, 53.34611)
"HOPTONH","HPT","Hopton Heath Rail Station",c(-2.91206, 52.39141)
"HORLEY","HOR","Horley Rail Station",c(-0.16105, 51.16877)
"HORSHAM","HRH","Horsham Rail Station",c(-0.31927, 51.06606)
"HORWICH","HWI","Horwich Parkway Rail Station",c(-2.53967, 53.5781)
"HOSCAR","HSC","Hoscar Rail Station",c(-2.80442, 53.59777)
"HOUGHGR","HGN","Hough Green Rail Station",c(-2.77507, 53.37239)
"HOUNSLW","HOU","Hounslow Rail Station",c(-0.36228, 51.46194)
"HOVE","HOV","Hove Rail Station",c(-0.17069, 50.83521)
"HOWDEN","HOW","Howden Rail Station",c(-0.86046, 53.76471)
"HOWOOD","HOZ","Howwood (Renfrewshire) Rail Station",c(-4.56306, 55.81056)
"HOWWOOD","HWW","How Wood (Herts) Rail Station",c(-0.34467, 51.71774)
"HOXTON","HOX","Hoxton Rail Station",c(-0.07568, 51.53151)
"HOYLAKE","HYK","Hoylake Rail Station",c(-3.17883, 53.39021)
"HRGY","HGY","Harringay Rail Station",c(-0.10514, 51.57736)
"HRGYGL","HRY","Harringay Green Lanes Rail Station",c(-0.09814, 51.57718)
"HRLC","HRL","Harlech Rail Station",c(-4.10919, 52.86133)
"HRLDWOD","HRO","Harold Wood Rail Station",c(0.23313, 51.59276)
"HRLG","HLN","Harlington (Beds) Rail Station",c(-0.49569, 51.96206)
"HRLNGRD","HRD","Harling Road Rail Station",c(0.90914, 52.45369)
"HRLWMIL","HWM","Harlow Mill Rail Station",c(0.13231, 51.79036)
"HRLWTWN","HWN","Harlow Town Rail Station",c(0.09513, 51.78107)
"HRNBPK","HBP","Hornbeam Park Rail Station",c(-1.52682, 53.97987)
"HRNEBAY","HNB","Herne Bay Rail Station",c(1.11773, 51.36459)
"HRNSTPL","ZTL","TURNPIKE LANE BUS",c(-0.10317, 51.58991)
"HRNSY","HRN","Hornsey Rail Station",c(-0.11198, 51.58646)
"HROW","HRW","Harrow & Wealdstone Rail Station",c(-0.33398, 51.59181)
"HROWDC","HRW","Harrow & Wealdstone Rail Station",c(-0.33444, 51.59212)
"HRPNDN","HPD","Harpenden Rail Station",c(-0.35148, 51.81464)
"HRSLEY","HSY","Horsley Rail Station",c(-0.43541, 51.27935)
"HRSM","HRM","Harrietsham Rail Station",c(0.6724, 51.24483)
"HRSTGRN","HUR","Hurst Green Rail Station",c(0.00394, 51.24443)
"HRTLEPL","HPL","Hartlepool Rail Station",c(-1.20732, 54.68675)
"HRTW","HTW","Hartwood Rail Station",c(-3.83932, 55.81148)
"HSFT","HRS","Horsforth Rail Station",c(-1.63023, 53.8477)
"HSFTLBD","XLB","LEEDS & BRADFORD AIRPORT",c(-1.65931, 53.86923)
"HTCHEND","HTE","Hatch End Rail Station",c(-0.3686, 51.60942)
"HTCP","HTC","Heaton Chapel Rail Station",c(-2.17904, 53.42556)
"HTFLASF","HFS","Hatfield & Stainforth Rail Station",c(-1.02338, 53.58871)
"HTHRGRN","HGR","Hither Green Rail Station",c(-0.00094, 51.45202)
"HTNCRNS","HUT","Hutton Cranswick Rail Station",c(-0.43386, 53.95585)
"HTNRIBL","HIR","Horton-in-Ribblesdale Rail Station",c(-2.30203, 54.14938)
"HTPK","HPK","HEATON PARK",c(-2.26698, 53.52966)
"HTRBUS2","HWA","HEATHROW TERMINAL 2 BUS",c(-0.45174, 51.47241)
"HTRBUS3","HWE","HEATHROW TERMINAL 3 BUS",c(-0.45791, 51.47125)
"HTRBUS4","HWF","HEATHROW TERMINAL 4 BUS",c(-0.44702, 51.45851)
"HTRBUS5","HWX","Heathrow Airport Terminal 5",c(-0.48965, 51.47135)
"HTRWAPT","HXX","Heathrow Terminals 1-3 Rail Station",c(-0.45536, 51.47184)
"HTRWCBS","HTR","Heathrow Airport Central Bus Stn (Rail-Air)",c(-0.45331, 51.47109)
"HTRWTM2","HWA","HEATHROW TERMINAL 2 BUS",c(-0.45079, 51.47093)
"HTRWTM3","HWE","HEATHROW TERMINAL 3 BUS",c(-0.44941, 51.46911)
"HTRWTM4","HAF","Heathrow Terminal 4 Rail Station",c(-0.44625, 51.45934)
"HTRWTM5","HWV","Heathrow Terminal 5 Rail Station",c(-0.48996, 51.47221)
"HTRWUND","ZHJ","HEATHROW UNDERGROUND",c(-0.45151, 51.47064)
"HUCKNAL","HKN","Hucknall Rail Station",c(-1.19581, 53.03828)
"HULL","HUL","Hull Rail Station",c(-0.34568, 53.74415)
"HULLBS","HUU","HULL PARAGON INTERCHANGE",c(-0.3472, 53.74417)
"HUNCOAT","HCT","Huncoat Rail Station",c(-2.34756, 53.77178)
"HUNGRFD","HGD","Hungerford Rail Station",c(-1.51229, 51.41491)
"HUNMNBY","HUB","Hunmanby Rail Station",c(-0.31456, 54.17392)
"HUNTSX","HNX","Hunts Cross Rail Station",c(-2.85586, 53.36071)
"HUYTJUN","HUY","HUYTON JN",c(-2.8439, 53.41013)
"HUYTON","HUY","Huyton Rail Station",c(-2.84299, 53.40968)
"HWKHEAD","HKH","Hawkhead Rail Station",c(-4.39885, 55.84219)
"HWRDJN","WSB","HEYWOOD ROAD JN",c(-2.19918, 51.26698)
"HWYCOMB","HWY","High Wycombe Rail Station",c(-0.74541, 51.62958)
"HYDB","HDB","Haydon Bridge Rail Station",c(-2.24759, 54.97517)
"HYDEC","HYC","Hyde Central Rail Station",c(-2.08525, 53.45188)
"HYDEN","HYT","Hyde North Rail Station",c(-2.08546, 53.4648)
"HYDNSRD","HYR","Haydons Road Rail Station",c(-0.18881, 51.42545)
"HYKEHAM","HKM","Hykeham Rail Station",c(-0.6002, 53.195)
"HYNDLND","HYN","Hyndland Rail Station",c(-4.31467, 55.87975)
"HYWRDSH","HHE","Haywards Heath Rail Station",c(-0.10508, 51.00568)
"IBMM","IBM","IBM (Greenock) Rail Station",c(-4.82724, 55.92945)
"IFIELD","IFI","Ifield Rail Station",c(-0.21477, 51.11562)
"ILFENBP","ZNP","Newbury Park Station",c(0.08968, 51.57504)
"ILFORD","IFD","Ilford Rail Station",c(0.06968, 51.55912)
"ILKES","ILN","Ilkeston Rail Station",c(-1.29493, 52.97959)
"ILKLEY","ILK","Ilkley Rail Station",c(-1.82203, 53.92476)
"INCE","INC","Ince (Manchester) Rail Station",c(-2.61152, 53.53891)
"INEL","INE","Ince & Elton Rail Station",c(-2.81652, 53.27661)
"INGTSTN","INT","Ingatestone Rail Station",c(0.38425, 51.66704)
"INSCH","INS","Insch Rail Station",c(-2.61711, 57.3375)
"INVERKP","INP","Inverkip Rail Station",c(-4.87259, 55.9061)
"INVGWRE","ING","Invergowrie Rail Station",c(-3.0574, 56.45647)
"INVRSHN","INH","Invershin Rail Station",c(-4.39948, 57.92487)
"INVURIE","INR","Inverurie Rail Station",c(-2.37356, 57.28627)
"IPSWICH","IPS","Ipswich Rail Station",c(1.14443, 52.05059)
"IPSWSWD","XSO","SOUTHWOLD BUS",c(1.67915, 52.32563)
"IRLAM","IRL","Irlam Rail Station",c(-2.43323, 53.43431)
"IRVN","IRV","Irvine Rail Station",c(-4.67515, 55.61087)
"ISLEWTH","ISL","Isleworth Rail Station",c(-0.33691, 51.47476)
"ISLIP","ISP","Islip Rail Station",c(-1.23818, 51.82575)
"IVER","IVR","Iver Rail Station",c(-0.50673, 51.5085)
"IVRGRD","IGD","Invergordon Rail Station",c(-4.17484, 57.68902)
"IVRKTHG","INK","Inverkeithing Rail Station",c(-3.39549, 56.03513)
"IVRNESS","INV","Inverness Rail Station",c(-4.22336, 57.47987)
"IVYBDGE","IVY","Ivybridge Rail Station",c(-3.9042, 50.39341)
"JAMCOK","JCH","James Cook University Hospital Rail Station",c(-1.20857, 54.55203)
"JAMESST","LVJ","Liverpool James Street Rail Station",c(-2.99196, 53.40476)
"JHNSTND","JOH","Johnston (Pembrokeshire) Rail Station",c(-4.99633, 51.75674)
"JOHNSTN","JHN","Johnstone Rail Station",c(-4.50314, 55.83431)
"JORDANH","JOR","Jordanhill Rail Station",c(-4.32492, 55.8827)
"KCLD","KDY","Kirkcaldy Rail Station",c(-3.16703, 56.11206)
"KDRMNST","KID","Kidderminster Rail Station",c(-2.23847, 52.38448)
"KEARSLY","KSL","Kearsley Rail Station",c(-2.37512, 53.54414)
"KEIGHLY","KEI","Keighley Rail Station",c(-1.90165, 53.86796)
"KEITH","KEH","Keith Rail Station",c(-2.95402, 57.55142)
"KELVEDN","KEL","Kelvedon Rail Station",c(0.70239, 51.8407)
"KEMBLE","KEM","Kemble Rail Station",c(-2.02282, 51.67699)
"KEMSING","KMS","Kemsing Rail Station",c(0.24743, 51.29719)
"KENDAL","KEN","Kendal Rail Station",c(-2.73965, 54.33209)
"KENISHD","KNS","Kennishead Rail Station",c(-4.32525, 55.81331)
"KENLSTN","KNW","Kenilworth Rail Station",c(-1.57274, 52.3427)
"KENLWTH","KNW","KENILWORTH JNS",c(-1.57281, 52.34261)
"KENNETT","KNE","Kennett Rail Station",c(0.49046, 52.27726)
"KENOLYM","KPA","Kensington (Olympia) Rail Station",c(-0.21036, 51.4979)
"KENR","KNR","Kensal Rise Rail Station",c(-0.21996, 51.53455)
"KENSLG","KNL","Kensal Green Rail Station",c(-0.2239, 51.53047)
"KENTHOS","KTH","Kent House Rail Station",c(-0.04525, 51.41221)
"KETR","KET","Kettering Rail Station",c(-0.73156, 52.39355)
"KEWBDGE","KWB","Kew Bridge Rail Station",c(-0.28711, 51.48951)
"KEWGRDN","KWG","Kew Gardens Rail Station",c(-0.28505, 51.47707)
"KEYHAM","KEY","Keyham Rail Station",c(-4.1796, 50.38988)
"KEYMERJ","WVF","KEYMER JN",c(-0.12164, 50.96431)
"KEYNSCH","KYN","KEYNSHAM CHURCH",c(-2.49463, 51.41717)
"KEYNSHM","KYN","Keynsham Rail Station",c(-2.49563, 51.41798)
"KGHN","KGH","Kinghorn Rail Station",c(-3.17415, 56.06934)
"KGPK","KGP","Kings Park Rail Station",c(-4.24652, 55.81954)
"KGSTON","KNG","Kingston Rail Station",c(-0.30117, 51.41275)
"KGUSSIE","KIN","Kingussie Rail Station",c(-4.05219, 57.07778)
"KGWD","KND","Kingswood Rail Station",c(-0.21125, 51.29472)
"KIDBROK","KDB","Kidbrooke Rail Station",c(0.0275, 51.46212)
"KIDSGRV","KDG","Kidsgrove Rail Station",c(-2.24482, 53.08656)
"KIDWELY","KWL","Kidwelly Rail Station",c(-4.31699, 51.73434)
"KILARNY","KLL","KILLARNEY",c(-9.50226, 52.05923)
"KILDONN","KIL","Kildonan Rail Station",c(-3.86911, 58.17081)
"KILGETY","KGT","Kilgetty Rail Station",c(-4.71516, 51.7321)
"KILMRNK","KMK","Kilmarnock Rail Station",c(-4.49868, 55.61212)
"KILWNNG","KWN","Kilwinning Rail Station",c(-4.71002, 55.65595)
"KINBRAC","KBC","Kinbrace Rail Station",c(-3.94121, 58.25831)
"KINGHAM","KGM","Kingham Rail Station",c(-1.62879, 51.90225)
"KINSSTN","KGS","Kings Sutton Rail Station",c(-1.28093, 52.02135)
"KINSVSQ","KGS","KINGS SUTTON V. SQUARE",c(-1.28006, 52.02022)
"KIRBYX","KBX","Kirby Cross Rail Station",c(1.21499, 51.8414)
"KIRKHAM","KKM","Kirkham & Wesham Rail Station",c(-2.88294, 53.78691)
"KIRKMNJ","KKM","KIRKHAM NORTH JN",c(-2.88181, 53.78737)
"KKBY","KIR","Kirkby Rail Station",c(-2.90283, 53.48619)
"KKSNDAL","KKS","Kirk Sandall Rail Station",c(-1.07406, 53.56388)
"KLBRNHR","KBN","Kilburn High Road Rail Station",c(-0.19224, 51.53728)
"KLDL","KLD","Kildale Rail Station",c(-1.06814, 54.47776)
"KLGL","KGL","Kings Langley Rail Station",c(-0.43842, 51.70635)
"KLMAURS","KLM","Kilmaurs Rail Station",c(-4.53049, 55.63721)
"KLPTRCK","KPT","Kilpatrick Rail Station",c(-4.45341, 55.9247)
"KLYNBUS","KLS","KINGS LYNN BUS STATION GN",c(0.40048, 52.7542)
"KLYNN","KLN","Kings Lynn Rail Station",c(0.40345, 52.75392)
"KMPSTNH","KMH","Kempston Hardwick Rail Station",c(-0.50391, 52.09222)
"KMPTNPK","KMP","Kempton Park Rail Station",c(-0.40975, 51.42098)
"KMSLY","KML","Kemsley Rail Station",c(0.73536, 51.36244)
"KNCKHLT","KCK","Knockholt Rail Station",c(0.13085, 51.34579)
"KNEBWTH","KBW","Knebworth Rail Station",c(-0.18729, 51.86685)
"KNGBQUY","XAW","KINGSBRIDGE QUAY",c(-3.77691, 50.28327)
"KNGW","KGE","Kingsknowe Rail Station",c(-3.26497, 55.91881)
"KNGX","KGX","London Kings Cross Rail Station",c(-0.12356, 51.53106)
"KNIGHTN","KNI","Knighton Rail Station",c(-3.0422, 52.34507)
"KNLY","KLY","Kenley Rail Station",c(-0.10093, 51.32478)
"KNLYBUS","KEB","KENLEY (A22)",c(-0.09975, 51.32548)
"KNORTON","KNN","Kings Norton Rail Station",c(-1.93233, 52.41429)
"KNRSBGH","KNA","Knaresborough Rail Station",c(-1.47042, 54.00902)
"KNTBRY","KIT","Kintbury Rail Station",c(-1.44599, 51.40252)
"KNTNGLY","KNO","Knottingley Rail Station",c(-1.25918, 53.70654)
"KNTSHTN","KTN","Kentish Town Rail Station",c(-0.13976, 51.5506)
"KNTSHTW","KTW","Kentish Town West Rail Station",c(-0.14666, 51.54655)
"KNUCKLS","KNU","Knucklas Rail Station",c(-3.09688, 52.35986)
"KNUTSFD","KNF","Knutsford Rail Station",c(-2.37179, 53.30179)
"KNYMPTN","KGN","Kings Nympton Rail Station",c(-3.90541, 50.93607)
"KRKBYIF","KBF","Kirkby-in-Furness Rail Station",c(-3.18738, 54.23271)
"KRKC","KRK","Kirkconnel Rail Station",c(-3.9986, 55.38756)
"KRKDALE","KKD","Kirkdale Rail Station",c(-2.98112, 53.4409)
"KRKH","KKH","Kirkhill Rail Station",c(-4.1671, 55.81391)
"KRKNWTN","KKN","Kirknewton Rail Station",c(-3.43251, 55.88869)
"KRKSLFR","KLF","Kirkstall Forge Rail Station",c(-1.62248, 53.82372)
"KRKWOOD","KWD","Kirkwood Rail Station",c(-4.0484, 55.85419)
"KRKYCEN","KKB","Kirkby in Ashfield Rail Station",c(-1.25306, 53.1001)
"KRTNLND","KTL","Kirton Lindsey Rail Station",c(-0.59391, 53.48484)
"KSNY","KSN","Kearsney Rail Station",c(1.27206, 51.14937)
"KSTP","KSW","Kirkby Stephen Rail Station",c(-2.3686, 54.45486)
"KTBK","KBK","Kents Bank Rail Station",c(-2.92523, 54.1729)
"KTON","KNT","Kenton Rail Station",c(-0.31646, 51.58153)
"KVTNBDG","KIV","Kiveton Bridge Rail Station",c(-1.26718, 53.34096)
"KVTNPK","KVP","Kiveton Park Rail Station",c(-1.23984, 53.33671)
"KYLELSH","KYL","Kyle of Lochalsh Rail Station",c(-5.71381, 57.27977)
"LADYBNK","LDY","Ladybank Rail Station",c(-3.12185, 56.2742)
"LAINDON","LAI","Laindon Rail Station",c(0.42429, 51.56752)
"LAIRG","LRG","Lairg Rail Station",c(-4.39989, 58.00183)
"LAKEIOW","LKE","Lake (Isle of Wight) Rail Station",c(-1.16635, 50.64648)
"LAKNHTH","LAK","Lakenheath Rail Station",c(0.5352, 52.4474)
"LAMBH","GSC","Gilshochill Rail Station",c(-4.28268, 55.89734)
"LAMPHEY","LAM","Lamphey Rail Station",c(-4.87326, 51.66718)
"LANARK","LNK","Lanark Rail Station",c(-3.77329, 55.67361)
"LANCSTR","LAN","Lancaster Rail Station",c(-2.80746, 54.04873)
"LANDUDJ","LLJ","Llandudno Junction Rail Station",c(-3.8091, 53.28394)
"LANFRFC","LLF","Llanfairfechan Rail Station",c(-3.9832, 53.25729)
"LANGLEY","LNY","Langley (Berks) Rail Station",c(-0.54176, 51.50806)
"LANGTCR","LNY","LANGLEY TOWN CENTRE",c(-0.54176, 51.50806)
"LAPFORD","LAP","Lapford Rail Station",c(-3.81064, 50.857)
"LAPWRTH","LPW","Lapworth Rail Station",c(-1.72569, 52.34225)
"LARBERT","LBT","Larbert Rail Station",c(-3.83058, 56.0227)
"LARGS","LAR","Largs Rail Station",c(-4.8672, 55.79274)
"LARKHAL","LRH","Larkhall Rail Station",c(-3.97551, 55.73859)
"LAWRNCH","LWH","Lawrence Hill Rail Station",c(-2.56443, 51.45801)
"LAYTON","LAY","Layton (Lancs) Rail Station",c(-3.02999, 53.83527)
"LAZKRKO","LZB","Lazonby & Kirkoswald Rail Station",c(-2.70321, 54.75044)
"LBDR","LBR","Llanbedr Rail Station",c(-4.1102, 52.82085)
"LBGHJN","LGJ","Loughborough Junction Rail Station",c(-0.10218, 51.4663)
"LCEILOB","LHE","Loch Eil Outward Bound Rail Station",c(-5.19158, 56.85527)
"LCHALRT","LCL","Lochailort Rail Station",c(-5.66339, 56.88096)
"LCHBSDL","LCB","LOCHBOISDALE",c(-7.30499, 57.15225)
"LCHC","LIC","Lichfield City Rail Station",c(-1.82542, 52.68014)
"LCHESDE","LCS","Locheilside Rail Station",c(-5.29004, 56.85541)
"LCHGLLY","LCG","Lochgelly Rail Station",c(-3.31294, 56.13533)
"LCHLCHR","LCC","Lochluichart Rail Station",c(-4.80905, 57.62176)
"LCHTNJ","LTV","LICHFIELD NORTH JN (LL)",c(-1.79986, 52.68728)
"LCHTTVH","LTV","Lichfield Trent Valley High Level Rail Station",c(-1.79984, 52.68657)
"LCHTTVL","LTV","Lichfield Trent Valley Rail Station",c(-1.80025, 52.68692)
"LCHWNCH","LHW","Lochwinnoch Rail Station",c(-4.61608, 55.78715)
"LCKRBIE","LOC","Lockerbie Rail Station",c(-3.35353, 55.12305)
"LDBURY","LED","Ledbury Rail Station",c(-2.42586, 52.04525)
"LDLNGTN","LID","Lidlington Rail Station",c(-0.55893, 52.04153)
"LDRY","LDR","LONDONDERRY",c(-7.31356, 54.99239)
"LDYW","LAD","Ladywell Rail Station",c(-0.01904, 51.45624)
"LEABDGE","LEB","Lea Bridge Rail Station",c(-0.03667, 51.56655)
"LEAGRVE","LEA","Leagrave Rail Station",c(-0.4585, 51.90516)
"LEAHALL","LEH","Lea Hall Rail Station",c(-1.78601, 52.48064)
"LEALHLM","LHM","Lealholm Rail Station",c(-0.82572, 54.46059)
"LEASOWE","LSW","Leasowe Rail Station",c(-3.09959, 53.40804)
"LEEDS","LDS","Leeds Rail Station",c(-1.54783, 53.79454)
"LEEDSFB","XLD","LEEDS FESTIVAL BUS",c(-1.381, 53.86991)
"LEEE","LEE","Lee Rail Station",c(0.01349, 51.44975)
"LEGR","LEG","Lea Green Rail Station",c(-2.72498, 53.42681)
"LEIGBUS","LFL","LEIGH (FLEUR-DE-LIS P.H.)",c(0.21124, 51.19591)
"LEIGHK","LIH","Leigh (Kent) Rail Station",c(0.21049, 51.1939)
"LELANT","LEL","Lelant Rail Station",c(-5.43655, 50.18412)
"LELANTS","LTS","Lelant Saltings Rail Station",c(-5.44093, 50.17877)
"LENHAM","LEN","Lenham Rail Station",c(0.70776, 51.23448)
"LENZIE","LNZ","Lenzie Rail Station",c(-4.15389, 55.92132)
"LEOMBUS","LEO","LEOMINSTER BUS STATION",c(-2.73048, 52.22514)
"LEOMNST","LEO","Leominster Rail Station",c(-2.73034, 52.22568)
"LESTER","LEI","Leicester Rail Station",c(-1.12449, 52.63131)
"LETHRHD","LHD","Leatherhead Rail Station",c(-0.33323, 51.29882)
"LEUCHRS","LEU","Leuchars Rail Station",c(-2.89371, 56.3751)
"LEWES","LWS","Lewes Rail Station",c(0.01133, 50.87063)
"LEWISHM","LEW","Lewisham Rail Station",c(-0.01402, 51.46569)
"LEYLAND","LEY","Leyland Rail Station",c(-2.68715, 53.69885)
"LEYTNMR","LEM","Leyton Midland Road Rail Station",c(-0.00805, 51.56972)
"LFPW","LPG","Llanfairpwll Rail Station",c(-4.20922, 53.22094)
"LGBK","LGB","Langbank Rail Station",c(-4.58527, 55.92452)
"LGFD","LGF","Longfield Rail Station",c(0.30036, 51.39615)
"LGHO","LHO","Langho Rail Station",c(-2.44866, 53.80483)
"LGML","LGM","Langley Mill Rail Station",c(-1.33124, 53.01806)
"LGRN","LGG","Langley Green Rail Station",c(-2.00496, 52.49387)
"LGWITH","LAG","Langwith - Whaley Thorns Rail Station",c(-1.20934, 53.23184)
"LGWOOD","LGD","Lingwood Rail Station",c(1.48994, 52.6221)
"LHONSEA","LES","Leigh-on-Sea Rail Station",c(0.64041, 51.54127)
"LHRBT2","HWA","HEATHROW TERMINAL 2 BUS",c(-0.45079, 51.47093)
"LHRBT3","HWE","HEATHROW TERMINAL 3 BUS",c(-0.44941, 51.46911)
"LHRBT4","HWF","HEATHROW TERMINAL 4 BUS",c(-0.44546, 51.45827)
"LHVN","LVN","Littlehaven Rail Station",c(-0.30798, 51.07975)
"LHVNBUS","LVN","LITTLEHAVEN(LAMBS FARM RD)",c(-0.30965, 51.08139)
"LIMERCJ","LJN","LIMERICK JCN",c(-8.1998, 52.50098)
"LIMERIC","LRK","LIMERICK",c(-8.62403, 52.65871)
"LIMHSE","LHS","Limehouse Rail Station",c(-0.0398, 51.51253)
"LINCLNC","LCN","Lincoln Central Rail Station",c(-0.53992, 53.22609)
"LINGFLD","LFD","Lingfield Rail Station",c(-0.00716, 51.17645)
"LIPHOOK","LIP","Liphook Rail Station",c(-0.80023, 51.07131)
"LISKARD","LSK","Liskeard Rail Station",c(-4.46957, 50.44686)
"LISS","LIS","Liss Rail Station",c(-0.89287, 51.04357)
"LITLBRO","LTL","Littleborough Rail Station",c(-2.09465, 53.64299)
"LIVST","LST","London Liverpool Street Rail Station",c(-0.08143, 51.51799)
"LKWD","LCK","Lockwood Rail Station",c(-1.80079, 53.63473)
"LLANDAF","LLN","Llandaf Rail Station",c(-3.22861, 51.50844)
"LLBRDCH","LNB","Llanbradach Rail Station",c(-3.23305, 51.60325)
"LLBSTRD","LLT","Llanbister Road Rail Station",c(-3.21342, 52.33642)
"LLDEILO","LLL","Llandeilo Rail Station",c(-3.98689, 51.88534)
"LLDODW","LLO","Llandrindod Rail Station",c(-3.37914, 52.24236)
"LLDVERY","LLV","Llandovery Rail Station",c(-3.80283, 51.99531)
"LLDYBIE","LLI","Llandybie Rail Station",c(-4.00365, 51.82103)
"LLGADOG","LLG","Llangadog Rail Station",c(-3.89315, 51.94021)
"LLGMMRW","LLM","Llangammarch Rail Station",c(-3.55482, 52.1143)
"LLGNNCH","LLH","Llangennech Rail Station",c(-4.07893, 51.69113)
"LLGUNLO","LGO","Llangynllo Rail Station",c(-3.16137, 52.34962)
"LLHARAN","LLR","Llanharan Rail Station",c(-3.44078, 51.53758)
"LLHLETH","LTH","Llanhilleth Rail Station",c(-3.13519, 51.7003)
"LLISHEN","LLS","Llanishen Rail Station",c(-3.18198, 51.53274)
"LLNLLI","LLE","Llanelli Rail Station",c(-4.1613, 51.67386)
"LLNSMLT","LAS","Llansamlet Rail Station",c(-3.88469, 51.6615)
"LLNWTMR","LWM","Llantwit Major Rail Station",c(-3.48162, 51.40975)
"LLWRDA","LNR","Llanwrda Rail Station",c(-3.87167, 51.96259)
"LLWRTYW","LNW","Llanwrtyd Rail Station",c(-3.63216, 52.10471)
"LLWYNYP","LLY","Llwynypia Rail Station",c(-3.45351, 51.634)
"LMNGTNS","LMS","Leamington Spa Rail Station",c(-1.53621, 52.28449)
"LMTNPIR","LYP","Lymington Pier Rail Station",c(-1.52945, 50.7583)
"LMTNTWN","LYT","Lymington Town Rail Station",c(-1.53716, 50.76091)
"LNAB","LLA","Llanaber Rail Station",c(-4.07718, 52.7415)
"LNCG","LAC","Lancing Rail Station",c(-0.32311, 50.82708)
"LNDC","LLC","Llandecwyn Rail Station",c(-4.05703, 52.92068)
"LNDNBDC","LBG","London Bridge Rail Station",c(-0.08559, 51.50499)
"LNDNBDE","LBG","London Bridge Rail Station",c(-0.08548, 51.50504)
"LNDNBDG","LBG","LONDON BRIDGE",c(-0.08508, 51.50509)
"LNDW","LDN","Llandanwg Rail Station",c(-4.12386, 52.83616)
"LNDYW","LAW","Landywood Rail Station",c(-2.02073, 52.65654)
"LNGBKBY","LBK","Long Buckby Rail Station",c(-1.08647, 52.29471)
"LNGCROS","LNG","Longcross Rail Station",c(-0.59457, 51.38517)
"LNGEATN","LGE","Long Eaton Rail Station",c(-1.28752, 52.88499)
"LNGNDRY","LND","Longniddry Rail Station",c(-2.88834, 55.97648)
"LNGP","LPT","Longport Rail Station",c(-2.21645, 53.04188)
"LNLTHGW","LIN","Linlithgow Rail Station",c(-3.59585, 55.97645)
"LNRWST","LWR","Llanrwst Rail Station",c(-3.7944, 53.13885)
"LNSD","LGS","Langside Rail Station",c(-4.27734, 55.82113)
"LNTN","LGN","Longton Rail Station",c(-2.13701, 52.98995)
"LOCHAWE","LHA","Loch Awe Rail Station",c(-5.04198, 56.40201)
"LOGHBRO","LBO","Loughborough (Leics) Rail Station",c(-1.19593, 52.77895)
"LOGHUNI","XLO","LOUGHBOROUGH UNIVERSITY",c(-1.24122, 52.76168)
"LONB","LOB","Longbridge Rail Station",c(-1.98129, 52.39642)
"LONDEUR","LOE","LONDON EUROSTAR (CIV)",c(-0.12584, 51.53003)
